track_name|track_uri|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|type|valence
Signs|6Na5uKk5SsqZimk0hAWo8y|0.794|0.735|0.054|0.00578|107.374|0.108|234373|0|0.112|-4.204|1|4|audio_features|0.223
Love$ick (feat. A$AP Rocky)|7Kq16WtEJzdRSNQgdXsn7Y|0.672|0.764|0.142|0.00358|88.867|0.141|192160|3|0.185|-5.109|0|4|audio_features|0.763
Gyal You A Party Animal - Remix|1AkTW13ysu0AJrwuM6UY0I|0.723|0.889|0.0939|0.0|101.032|0.0673|224320|0|0.363|-4.017|1|4|audio_features|0.701
Been Like This|7y3xU9vEC1s8DSuuoSYKih|0.678|0.531|0.0374|3.44e-05|99.008|0.126|177373|10|0.377|-5.029|1|4|audio_features|0.176
Medley da Gaiola - DENNIS Remix|7rLegaz7zKB6EtDNzcslKE|0.896|0.756|0.228|0.0|140.073|0.711|240000|4|0.0779|-5.56|0|4|audio_features|0.686
Don't Die|6SKP6d0DFOBemCvThbuqUj|0.352|0.807|0.173|6.04e-06|90.772|0.0193|248133|0|0.0963|-7.781|1|4|audio_features|0.0423
POPOPOP|18HNGxDOcshRU2Hdu8tMOM|0.833|0.652|0.308|0.000134|130.002|0.0486|155632|0|0.145|-6.194|0|4|audio_features|0.413
Who's Laughing Now|73h4oe03sZy8bXfQLfnqMv|0.648|0.641|0.0389|3.63e-06|184.021|0.00565|180348|7|0.109|-5.521|1|4|audio_features|0.505
Upgrade|1FQpGAJiQgVd65IIBYkRVP|0.678|0.418|0.0985|0.0313|159.867|0.895|89917|0|0.137|-11.393|0|4|audio_features|0.587
Guardian angel|7uqcLJFlSYjVPLUz1vPxkY|0.712|0.374|0.511|0.0|133.952|0.795|108035|0|0.187|-10.215|0|4|audio_features|0.779
Status (feat. Lil Uzi Vert)|6KhmSJf9FvdAcq1tr8LcYD|0.951|0.72|0.302|0.0|134.033|0.0406|174367|6|0.0998|-4.467|1|4|audio_features|0.687
Can't Love|2dKtWPLZvbCzwLRliNn8UI|0.842|0.567|0.0525|1.89e-05|135.991|0.00244|169412|4|0.168|-6.504|0|4|audio_features|0.256
Signs|5EnYT6F7wEcdege6mDHEfO|0.801|0.727|0.0606|0.00406|107.371|0.0864|234373|0|0.112|-4.687|1|4|audio_features|0.218
Fly To My Room|3QH8rQGNFX8VLbCgZ7uPTS|0.764|0.526|0.212|0.0|114.91|0.0484|222243|11|0.0718|-7.355|1|4|audio_features|0.588
Baila Baila Baila|7uH27oIt4a6cIFCA8ZPcyG|0.816|0.754|0.111|0.0|99.966|0.0361|158400|11|0.217|-2.75|0|4|audio_features|0.533
Mala Mía|62o8KoI44JfN7aYxgTnPvh|0.749|0.752|0.345|0.0|180.049|0.31|183753|6|0.232|-4.883|1|4|audio_features|0.901
Forever Ever|2c3qwFINQyRGwyqI97UQiA|0.689|0.426|0.0368|0.0|90.049|0.388|237983|0|0.129|-9.449|0|4|audio_features|0.411
Can't Take It From Me (feat. Skip Marley)|1MBtNXoT6cXrrSstG07Lf7|0.606|0.847|0.0975|7.95e-06|144.936|0.0377|175867|11|0.14|-6.292|1|4|audio_features|0.503
Adore You|3jjujdWJ72nww5eGnfs2E7|0.676|0.771|0.0483|7e-06|99.048|0.0237|207133|8|0.102|-3.675|1|4|audio_features|0.569
Mama/Show Love (feat. YBN Cordae)|43IfdE75ficQgsI8QGBvwb|0.574|0.823|0.124|0.0|154.053|0.116|241307|0|0.0898|-4.322|0|4|audio_features|0.256
SOS|0n2nEtLP3OzDdi12ziIekx|0.802|0.645|0.0715|0.0|100.001|0.272|157202|5|0.119|-6.181|0|4|audio_features|0.376
Si Me Tomo Una Cerveza|3lCbsHaN1wCxyDzcNN2x4N|0.721|0.612|0.0563|0.0|85.081|0.186|182199|1|0.156|-6.899|0|4|audio_features|0.86
Try Me|2poOAWEj1CStqTVPgIHZ8s|0.508|0.665|0.0694|0.00124|91.997|0.629|221107|8|0.142|-5.748|0|4|audio_features|0.124
I Do (feat. SZA)|1f5PNhkNgUpvDEeZfcIlO1|0.886|0.473|0.255|2.58e-05|135.065|0.27|200205|7|0.0864|-7.338|0|4|audio_features|0.438
MORE|6juLaduD4STCUDWT0AYun4|0.66|0.787|0.032|0.0|142.018|0.00257|217088|1|0.323|-4.592|0|4|audio_features|0.199
asmr|2QgfDF0fQ4sskDthP8MG5w|0.84|0.543|0.476|0.0|170.067|0.0399|171714|1|0.117|-7.738|1|4|audio_features|0.161
Investe Em Mim|15k1TDabqSEmyXOwMq9RM7|0.632|0.953|0.0325|0.0|160.061|0.317|186533|9|0.125|-1.283|1|4|audio_features|0.798
Psycho (feat. Ty Dolla $ign)|3swc6WTsr7rl9DqQKQA55C|0.75|0.56|0.105|0.0|140.06|0.546|221440|8|0.111|-8.094|1|4|audio_features|0.459
Calling My Phone|3J8EOeKLTLXORtWPpOU5bE|0.907|0.393|0.0539|1.35e-06|104.949|0.451|205458|4|0.135|-7.636|0|4|audio_features|0.202
Fell On Black Days|1wlKw9NAWVWpx7OIAyg9EA|0.574|0.739|0.0271|0.000328|101.069|0.00152|283027|4|0.141|-5.745|0|3|audio_features|0.514
Elevate & Motivate|5Tp5zlCgbwXLMa3pgYsNMl|0.657|0.76|0.0505|0.0|156.082|0.172|221781|1|0.149|-3.446|1|4|audio_features|0.425
You Owe Me|1USJRpWDFhxwhCajPXBeel|0.679|0.435|0.0449|1.54e-06|89.996|0.237|190547|6|0.112|-8.238|0|4|audio_features|0.326
Feelings Mutual|5Y3Tj0wJhKAaPbwWxXxZGS|0.585|0.691|0.259|0.0|125.978|0.105|233645|0|0.088|-6.015|1|4|audio_features|0.349
Patient|2ZrHbO88rM6Ijeg0aJmSzl|0.675|0.604|0.193|0.0|168.034|0.752|190533|1|0.111|-6.266|1|4|audio_features|0.456
Only Wanna Be With You - Pokémon 25 Version|3SawmGBjjq8EOYZJV11cJm|0.47|0.709|0.0299|0.00121|98.036|0.00124|241360|7|0.302|-4.563|1|4|audio_features|0.247
Mean It|5ACkb3CikcSZPF0h7FSZAp|0.746|0.45|0.0872|0.0|95.998|0.0407|232853|7|0.172|-8.543|1|4|audio_features|0.336
Maniac|7hpJ9tATWb2vztlq99hERP|0.623|0.647|0.04|0.0|107.987|0.00122|185787|8|0.354|-5.438|1|4|audio_features|0.522
New Freezer (feat. Kendrick Lamar)|4pYZLpX23Vx8rwDpJCpPTA|0.888|0.664|0.341|0.0|140.012|0.0424|193173|0|0.0734|-10.13|1|4|audio_features|0.53
'Till I Collapse|4xkOaSrkexMciUUogZKVTS|0.548|0.847|0.186|0.0|171.447|0.0622|297787|1|0.0816|-3.237|1|4|audio_features|0.1
Party In The U.S.A.|5Q0Nhxo0l2bP3pNjpGJwV1|0.652|0.698|0.042|0.000115|96.021|0.00112|202067|10|0.0886|-4.667|0|4|audio_features|0.47
1400 / 999 Freestyle|75lcPkAkUsKWHGBlGM476R|0.825|0.572|0.0864|0.0|141.991|0.0079|175954|6|0.113|-6.067|0|4|audio_features|0.568
Test Me|3qLwtC9jEWugjkzyZlYgeg|0.253|0.177|0.042|0.0615|120.259|0.904|235827|6|0.119|-17.696|1|4|audio_features|0.0395
Personal|1UVuZnfWsGvS9TzZTVIkdv|0.751|0.547|0.13|0.0|138.971|0.112|198040|8|0.0282|-5.566|1|4|audio_features|0.876
Vaccine|5Qs6gTnyrG0KGYbuCzoK5k|0.845|0.67|0.0595|0.0|124.036|0.109|221959|4|0.0988|-4.806|0|4|audio_features|0.504
Sweat|6ZHRi0QxzSnlevyhyNkj4a|0.532|0.584|0.0444|0.00308|161.738|0.00227|232267|7|0.126|-6.659|0|4|audio_features|0.165
Venetia|3BYIzNZ3t9lRQCACXSMLrT|0.775|0.757|0.175|0.0|142.933|0.162|188800|9|0.148|-4.139|1|4|audio_features|0.562
The Remorse|1cCXT1cErAY6tmIqHbodrt|0.473|0.53|0.249|6.92e-06|74.732|0.812|351220|0|0.227|-8.506|1|3|audio_features|0.637
Der Bratan bleibt der gleiche|2M39v73rNJmAXUXIW0oagP|0.612|0.704|0.372|0.0|96.015|0.126|192147|0|0.569|-4.147|0|4|audio_features|0.672
Someday|6aDsgHPZsMztSbZernzlF8|0.576|0.679|0.034|0.0|121.005|0.0311|187889|0|0.323|-7.237|1|4|audio_features|0.213
Siren|7Bvp5JUJiyUrMgvH4DR0wH|0.584|0.786|0.133|0.0163|150.06|0.36|174400|4|0.372|-4.319|0|4|audio_features|0.272
Adriana|4G3gFk4oyvt8klQEVJBzea|0.76|0.8|0.0537|0.0052|135.04|0.449|165125|7|0.12|-5.777|0|4|audio_features|0.675
Bad Boy (with Young Thug)|43CIWpJaJHRcI4mUSjqgc2|0.697|0.674|0.0533|0.0|81.535|0.00215|157355|1|0.138|-6.326|1|4|audio_features|0.198
I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)|3DXncPQOG4VBw3QHh3S817|0.609|0.668|0.0367|0.0|80.924|0.0552|288600|7|0.167|-4.284|1|4|audio_features|0.811
Ne reviens pas|4TnFANpjVwVKWzkxNzIyFH|0.932|0.778|0.0638|0.0|124.996|0.212|188613|10|0.168|-3.384|0|4|audio_features|0.933
DadBod|2Wf2u3sZ8rR1sdiBuSbeR0|0.81|0.708|0.328|0.0|92.272|0.71|294749|11|0.557|-4.657|1|4|audio_features|0.722
Hate Me|1FxTz4x5X7ewAICkKhB3kA|0.872|0.48|0.0664|0.0|121.013|0.406|144771|10|0.109|-7.184|1|4|audio_features|0.61
My Only Wish (This Year)|0YWUHZPJVg4iujddsJDwhM|0.669|0.843|0.0268|0.0|147.08|0.169|255400|0|0.195|-3.766|1|4|audio_features|0.702
Freak|3aA6xB0tOilDDX17fIJ0Bl|0.688|0.716|0.0385|0.0|116.912|0.0969|284480|7|0.0989|-5.702|1|3|audio_features|0.373
Piece Of You|5jpNBhgAk5OmfB0W5i5NaO|0.757|0.628|0.077|0.0|100.004|0.0147|175781|6|0.05|-3.944|1|4|audio_features|0.609
Elevate|4uloft7ZE54WflsuqFmjC7|0.755|0.47|0.139|0.0|76.056|0.0153|184960|1|0.118|-8.72|1|4|audio_features|0.0604
Chama Ela (feat. Pedro Sampaio)|14kRWkCWBYfQqILflEcpSJ|0.888|0.841|0.147|9.12e-05|149.994|0.46|120200|6|0.0568|-1.933|1|4|audio_features|0.964
Supera - Ao Vivo|3GmJxfnUDrIs1iCfKUELFz|0.665|0.743|0.0567|0.0|131.573|0.0604|147748|4|0.959|-4.434|1|4|audio_features|0.658
Mariners Apartment Complex|6OG05bPAwUuV3OMvy2Vy1P|0.531|0.252|0.028|0.000133|76.054|0.763|247150|9|0.104|-12.765|1|4|audio_features|0.159
Talk About It|1XRTXNP8eLpWXfso8Q4dC5|0.678|0.594|0.0319|0.0|123.975|0.0543|164537|2|0.182|-5.673|0|4|audio_features|0.526
The Ultracheese|3PhbzvTllkq1rkULafc6ns|0.476|0.555|0.0404|3.98e-05|131.497|0.624|217720|9|0.126|-6.551|1|3|audio_features|0.426
Olivia|5dONhl6aXFuN86UBdayF6W|0.64|0.681|0.0334|0.0|118.062|0.0438|177973|6|0.166|-5.362|1|4|audio_features|0.676
My Choppa Hate Niggas|2D2w9943rsnJOGCrI4aMQp|0.862|0.274|0.416|0.185|77.492|0.0974|148640|0|0.183|-5.818|0|4|audio_features|0.154
New Light|3bH4HzoZZFq8UpZmI2AMgV|0.828|0.689|0.0326|0.0384|123.931|0.325|216015|7|0.0808|-7.878|1|4|audio_features|0.853
SWISH|55GiOwtxNajXVbpjjIzMnD|0.884|0.541|0.221|0.0|105.009|0.0831|194936|11|0.118|-5.608|1|4|audio_features|0.274
Look What You Made Me Do|5troof8mcGO3AafoDbk1gc|0.766|0.709|0.123|1.41e-05|128.07|0.204|211853|9|0.126|-6.471|0|4|audio_features|0.506
Big Pac|5C6WBcv7ILoSpREAZsnArO|0.771|0.717|0.196|0.0|140.028|0.487|183748|11|0.246|-6.054|0|4|audio_features|0.577
GIANTS|5C0ivQMxes2lWuOANhvVAm|0.642|0.683|0.262|0.0|154.881|0.0834|191720|1|0.155|-5.386|1|4|audio_features|0.584
R.I.P. SCREW|4SZepBIPDRwPaHIjAKwRDb|0.607|0.609|0.291|1.6e-05|74.946|0.389|185610|0|0.111|-5.978|0|4|audio_features|0.556
Toma Toma Vapo Vapo|5VTjBl3ddZEiG2LrH4VzyR|0.763|0.859|0.0479|0.0003|164.055|0.322|156760|4|0.117|-3.3|0|4|audio_features|0.813
Dear April (Side A - Acoustic)|62ljuuXo0zrcrtJnnOhfxT|0.444|0.152|0.0471|8.85e-05|115.95|0.953|231040|8|0.0966|-12.87|0|1|audio_features|0.227
Bruises|4Of7rzpRpV1mWRbhp5rAqG|0.736|0.308|0.0677|0.0|111.202|0.946|220492|4|0.186|-7.83|1|4|audio_features|0.361
Bella|4R55IUi2x7S5ek2SpebOiE|0.909|0.493|0.0735|0.000147|94.016|0.128|197120|3|0.127|-6.688|1|4|audio_features|0.844
No Judgement|5IUOU5xkzGHsRFOYNu3GSK|0.723|0.726|0.0472|0.000126|100.051|0.0564|176283|1|0.057|-3.835|0|4|audio_features|0.962
California|0ZJLssJk51m0r4j9OvXcju|0.448|0.406|0.0948|1.13e-06|185.377|0.804|191881|9|0.28|-11.214|1|4|audio_features|0.561
Photograph|6fxVffaTuwjgEk5h9QyRjy|0.614|0.379|0.0476|0.000464|107.989|0.607|258987|4|0.0986|-10.48|1|4|audio_features|0.201
peace|7MbT4I8qGntX4fMdqMQgke|0.647|0.272|0.0916|1.73e-05|150.044|0.918|234000|5|0.0918|-12.906|1|4|audio_features|0.339
I Love You|11Fo4dAH31K7UZHGqCkCmE|0.654|0.859|0.166|0.0|114.87|0.336|191000|0|0.0947|-4.321|1|4|audio_features|0.704
Borderline|3O8X1DE9btbzy4UH9cSX9a|0.598|0.71|0.0272|1.77e-05|97.976|0.0476|274294|0|0.1|-6.839|0|4|audio_features|0.726
Maison|78YdCUtMzJEPdWeFEtTnIO|0.926|0.446|0.296|1.22e-06|142.977|0.0113|193880|1|0.0692|-8.509|1|4|audio_features|0.62
Enemies (feat. DaBaby)|6UFEJuDXQMWhL5UH5f9fUR|0.542|0.674|0.21|0.0|76.388|0.0588|196760|6|0.0955|-4.169|1|4|audio_features|0.667
feel like shit|2EBnvom1dTybtm75a3Xh1T|0.508|0.378|0.0473|0.0|144.962|0.516|204315|7|0.119|-7.158|1|4|audio_features|0.161
Split/Whole Time|62hpoPrA3rtfeX1aWONig5|0.667|0.489|0.422|0.0|145.048|0.197|239314|9|0.159|-8.772|0|4|audio_features|0.392
What Do I Know?|2pJZ1v8HezrAoZ0Fhzby92|0.838|0.492|0.038|0.0|115.092|0.251|237333|1|0.262|-5.69|0|4|audio_features|0.895
Skepta Interlude|2dfqS3MRtbLZSZA1IL8xY5|0.745|0.822|0.252|4.2e-06|86.733|0.0103|143214|7|0.155|-6.354|1|5|audio_features|0.415
fake smile|3wFLWP0FcIqHK1wb1CPthQ|0.45|0.619|0.372|0.0|83.3|0.329|208880|9|0.319|-7.412|1|4|audio_features|0.427
Call You Mine|1SNiXDwSilLujcYdvfqVpT|0.591|0.702|0.0289|0.0|104.003|0.225|217653|7|0.414|-5.59|1|4|audio_features|0.501
Gorgeous|1ZY1PqizIl78geGM4xWlEA|0.8|0.535|0.135|9.48e-06|92.027|0.0713|209680|7|0.213|-6.684|1|4|audio_features|0.451
BiPolar (feat. Quavo)|5Ta1sXtO9tXOaUacYm7tH8|0.745|0.576|0.132|0.0|157.083|0.144|214611|8|0.154|-6.688|1|4|audio_features|0.16
Tenerife Sea|6vSwxzO2Qf4BinHSXRwZJe|0.53|0.346|0.0376|1.07e-05|121.876|0.697|241347|8|0.105|-10.497|1|4|audio_features|0.359
High For Hours|4WfjYOo0JxommRm1PyObJl|0.87|0.446|0.424|0.0|95.518|0.449|251309|1|0.16|-9.818|1|4|audio_features|0.684
Solo de Mi|4uP3pUP18ennmz0tb3GphR|0.743|0.73|0.125|8.1e-05|179.972|0.287|197968|10|0.0778|-4.314|0|4|audio_features|0.15
No Problem (feat. Lil Wayne & 2 Chainz)|0v9Wz8o0BT8DU38R4ddjeH|0.652|0.795|0.174|0.0|135.018|0.156|304607|11|0.123|-5.192|0|4|audio_features|0.788
Breakdown (feat. Demi Lovato)|6g478D6h32WUmvtlhcpbNE|0.546|0.615|0.289|0.0|87.847|0.0237|165686|0|0.153|-6.083|1|4|audio_features|0.468
Mamichula - con Nicki Nicole|4pXW6ZAHBz7ODXTRKklWrM|0.696|0.678|0.0735|2.22e-06|91.985|0.582|219202|4|0.134|-5.893|0|4|audio_features|0.346
lovely|1NJcg626wLln4pGHpiV7mf|0.351|0.296|0.0333|0.0|115.284|0.934|200186|4|0.095|-10.109|0|4|audio_features|0.12
Guapa|5FsV0biZgb8tmQtau5LxKz|0.765|0.733|0.212|0.0202|109.928|0.495|152005|5|0.0927|-5.539|0|4|audio_features|0.714
BLOW (with Chris Stapleton & Bruno Mars)|7hvO2qCwJVZxiyoA7c9i5d|0.631|0.796|0.0401|0.0108|92.47|0.000245|209120|1|0.38|-5.35|1|4|audio_features|0.596
Say It Loud - I'm Black And I'm Proud|1sYRkVKdT2ize1HSDCwbEF|0.853|0.529|0.22|0.0118|115.131|0.288|166533|3|0.0452|-9.692|1|4|audio_features|0.934
Redecorate|2XPmTamsj7d9i3gzLCL4JI|0.632|0.65|0.0797|2.39e-05|82.58|0.158|245843|8|0.0724|-6.851|0|4|audio_features|0.397
UnFazed (feat. The Weeknd)|5O8x1YlmLQopQHErxtDfi9|0.778|0.707|0.0746|0.0|126.684|0.0459|190355|4|0.111|-3.606|0|4|audio_features|0.458
Whoopty|1RSzyxqtIO4yX3EyiV4zT5|0.714|0.609|0.17|0.0|140.206|0.194|123480|3|0.126|-7.683|0|4|audio_features|0.778
Allergic|4LIbjDbLweGCrHVw8QbMSb|0.665|0.741|0.0787|3.02e-05|144.968|0.154|156893|0|0.345|-3.694|1|4|audio_features|0.57
Don't Hurt Yourself (feat. Jack White)|78eouBKVRyhbSzJwChr6QM|0.614|0.686|0.21|1.36e-06|136.537|0.0105|233667|9|0.184|-6.483|0|4|audio_features|0.645
Christmas (Baby Please Come Home)|46pF1zFimM582ss1PrMy68|0.325|0.759|0.053|0.000362|126.627|0.395|166453|8|0.0773|-7.146|1|4|audio_features|0.36
Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)|4YkwUfWSIxdKNLDXw0caFO|0.82|0.696|0.182|0.0|144.981|0.119|292910|7|0.231|-4.918|0|4|audio_features|0.617
DÁKITI|4MzXwWMhyBbmu6hOcLVD49|0.731|0.573|0.0544|5.22e-05|109.928|0.401|205090|4|0.113|-10.059|0|4|audio_features|0.145
Go Legend (& Metro Boomin)|3nWzRkoCa44adZZ00li9sF|0.649|0.591|0.116|0.0|150.008|0.014|268947|1|0.188|-8.914|0|4|audio_features|0.21
Ella Quiere Beber - Remix|2cYnZNzFRFK0H7vSNxPsUq|0.751|0.665|0.124|0.0|95.239|0.265|219357|8|0.0515|-3.083|1|4|audio_features|0.698
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)|7qEUFOVcxRI19tbT68JcYK|0.498|0.61|0.0363|0.0|79.918|0.271|245427|6|0.223|-5.098|1|4|audio_features|0.474
Shit Changed|3JDPPLA5oReVAkrEDcBllG|0.826|0.528|0.175|0.000362|157.001|0.141|183839|9|0.104|-9.221|1|4|audio_features|0.318
Right Now|43wzy7JxMEfvCh8ZFeZKYk|0.597|0.751|0.193|0.0|103.956|0.0104|201680|6|0.0912|-4.982|0|4|audio_features|0.568
Mad Love|79JBjIq90BrQ8Ws0pUhlzD|0.622|0.796|0.172|0.0|197.705|0.667|169813|0|0.106|-2.999|0|4|audio_features|0.62
break up with your girlfriend, i'm bored|4kV4N9D1iKVxx1KLvtTpjS|0.726|0.554|0.0917|0.0|169.999|0.0421|190440|5|0.106|-5.29|0|4|audio_features|0.335
The Search|3oLe5ZILASG8vU5dxIMfLY|0.789|0.789|0.298|0.0|119.95|0.598|248053|2|0.099|-4.813|1|4|audio_features|0.37
Daylight|1fzAuUVbzlhZ1lJAx9PtY6|0.557|0.496|0.0563|0.000173|149.983|0.808|293453|0|0.0772|-9.602|1|4|audio_features|0.265
Too Much To Ask|2NkbRmygVirMQFCjSkyY7Q|0.508|0.534|0.0376|0.0|153.61|0.366|223044|0|0.126|-6.522|1|4|audio_features|0.222
Hot Now|4Q3HHwkLVwHrSVad0RUz3V|0.822|0.613|0.388|0.0|154.913|0.0379|226273|1|0.377|-5.161|1|4|audio_features|0.301
Smokin Out The Window|7sMBvZCSUl99bJLXZaLa0b|0.627|0.618|0.0437|0.0|82.03|0.0558|197443|2|0.351|-8.529|1|4|audio_features|0.848
UP IN SMOKE|01vR5Z7AHinp9D2wu2BNQS|0.791|0.663|0.153|2.13e-05|77.494|0.235|174600|4|0.117|-5.655|0|4|audio_features|0.314
Saved My Life|5cpw6QKJcoXzpNBLNUJx2i|0.682|0.503|0.0417|0.0|113.988|0.213|235532|8|0.0944|-5.934|1|4|audio_features|0.382
Lie|07FkzikE6FuHIa8Ma7zJGc|0.513|0.661|0.24|0.0|94.791|0.161|209213|5|0.246|-6.419|1|4|audio_features|0.179
Good Old Days (feat. Kesha)|2Za1AlJNvksouPPWbXpR2X|0.712|0.51|0.0633|2.46e-05|122.964|0.446|240507|8|0.112|-8.162|1|4|audio_features|0.268
Sobrio|4HzqWEdAbzcVFDv0pvxV4w|0.762|0.77|0.223|0.0|177.998|0.138|201181|5|0.15|-2.758|1|4|audio_features|0.631
You Make My Dreams (Come True)|4o6BgsqLIBViaGVbx5rbRk|0.751|0.501|0.0551|0.112|167.057|0.234|190627|5|0.0467|-12.151|1|4|audio_features|0.902
Let Her Go|2jyjhRf6DVbMPU5zxagN2h|0.509|0.538|0.0572|0.0|75.089|0.385|252867|7|0.104|-7.335|1|4|audio_features|0.244
Family|3TKpJrY9q49Mj1JOsM9zGL|0.584|0.607|0.0356|0.0|117.817|0.426|194827|11|0.101|-6.605|1|4|audio_features|0.374
Merry Xmas Everybody|3iwZ8hg0q1kTBB5kjg0nO4|0.367|0.623|0.0499|0.000731|128.268|0.0199|205467|7|0.159|-9.436|1|4|audio_features|0.511
Lost In Japan|7wvYmO5QscgIDDT0eNwbYX|0.726|0.708|0.356|0.0|105.084|0.303|200133|7|0.348|-6.908|0|4|audio_features|0.417
Make You Feel My Love|273QnyCvJB65rScHJ1nPZb|0.317|0.172|0.0326|0.000383|65.18|0.907|212040|10|0.105|-10.636|1|3|audio_features|0.0963
Killer (feat. Jack Harlow & Cordae) - Remix|7zl7kehxesNEo2pYkKXTSe|0.924|0.73|0.274|0.0|99.01|0.0525|236666|11|0.113|-6.125|0|4|audio_features|0.848
So Am I|0uUNN1nSoUx1A4fkDCWDQ7|0.682|0.656|0.0435|0.0|130.089|0.0737|183027|6|0.353|-4.67|1|4|audio_features|0.607
Sturmmaske Auf [Intro]|2nvUC76Xju4HuqIFXeiCyI|0.422|0.738|0.393|0.0|92.17|0.105|232854|3|0.109|-4.955|0|4|audio_features|0.367
Cruel Summer|1BxfuPKGuaTgP7aM0Bbdwr|0.552|0.702|0.157|2.06e-05|169.994|0.117|178427|9|0.105|-5.707|1|4|audio_features|0.564
Bang!|53BHUFdQphHiZUUG3nx9zn|0.74|0.516|0.0507|0.0|139.918|0.0183|170858|1|0.0558|-6.233|0|4|audio_features|0.698
Depression & Obsession|2H3wWrnO758y0fPH7Ilerg|0.769|0.156|0.035|0.015|105.95|0.585|144733|11|0.102|-10.7|0|4|audio_features|0.527
Turks (with Gunna & ft. Travis Scott)|7IMwEtpAiJanqF6vQteZN2|0.894|0.618|0.129|0.0|119.1|0.0808|161320|7|0.558|-4.356|0|4|audio_features|0.379
In My Feelings|269xqcgGTN9PlivhUkOLhX|0.54|0.674|0.0802|0.0608|89.933|0.0553|238719|2|0.112|-6.351|1|4|audio_features|0.309
Losin Control|4cxMGhkinTocPSVVKWIw0d|0.759|0.245|0.138|0.000154|96.992|0.515|237507|6|0.102|-6.545|1|4|audio_features|0.209
Hot2Touch|1sBhJGPUKrdRycgKxve70v|0.755|0.719|0.0421|1.53e-05|121.986|0.000875|160826|1|0.326|-5.316|0|4|audio_features|0.813
Smithereens|5G6Gt9RtNaeIE418pd4yre|0.764|0.548|0.14|1.01e-05|151.02|0.296|177040|6|0.0769|-7.627|1|4|audio_features|0.519
BILLY|1Caok88z2uxMiPt4oV055r|0.596|0.696|0.374|0.0|179.816|0.167|112667|4|0.106|-3.865|0|4|audio_features|0.74
Coño|5DV4ZSCqbFv74ui3ZhimXo|0.899|0.528|0.181|0.0101|100.037|0.000554|111852|9|0.105|-5.442|1|4|audio_features|0.456
Hard 2 Face Reality|0sPJELXHyWpFgkxlzvvRFI|0.625|0.626|0.0293|0.0|142.043|0.22|196570|7|0.228|-5.281|1|4|audio_features|0.282
MÁS DE UNA CITA|4EJHKSnHENfjOxXWryyNtL|0.865|0.5|0.0861|7.73e-05|92.976|0.0122|183520|5|0.098|-10.805|1|4|audio_features|0.317
Filter|0ono6UCNVZ1XqOm6j78Blu|0.781|0.762|0.0626|0.0|110.042|0.0222|180221|10|0.121|-5.188|0|4|audio_features|0.86
SUGAR (Remix) [feat. Dua Lipa]|438wODjSTL2jgn1nePaNew|0.661|0.523|0.0381|0.0|122.948|0.483|222009|8|0.469|-5.902|1|4|audio_features|0.536
Supalonely|4nK5YrxbMGZstTLbvj6Gxw|0.863|0.631|0.0534|3.04e-05|128.977|0.305|223480|7|0.123|-4.689|1|4|audio_features|0.817
Used To Love (with Dean Lewis)|7pWK1kMgHy5lNNiIfuRbkP|0.651|0.693|0.0375|0.0|118.97|0.458|236765|4|0.335|-4.722|1|4|audio_features|0.392
MIC Drop|2SYa5Lx1uoCvyDIW4oee9b|0.667|0.889|0.0918|0.0|169.959|0.00912|238193|6|0.0816|-4.851|1|4|audio_features|0.541
Soldi in Nero - feat. Sfera Ebbasta|1Xm2e1vDwOMeJJioWuG1s7|0.748|0.662|0.285|0.0|157.918|0.149|183797|6|0.17|-4.832|0|4|audio_features|0.346
4pm in Calabasas|6C9SwoZ5OrxcvkntgA5t8s|0.743|0.66|0.418|0.0|192.031|0.115|240218|4|0.101|-4.802|0|4|audio_features|0.549
Me llamas (feat. Maluma) - Remix|5hEM0JchdVzQ5PwvSfITeX|0.76|0.838|0.0529|1.3e-06|93.05|0.547|210323|7|0.0664|-3.828|0|4|audio_features|0.745
Different (feat. Yung Bans)|3thLnNvO9IctWoccbsZyJV|0.456|0.516|0.459|0.0|77.058|0.098|151013|8|0.115|-10.512|1|4|audio_features|0.684
Emotionless|5Psnhdkyanjpgc2P8A5TSM|0.414|0.677|0.254|0.0|172.521|0.0248|302173|1|0.0793|-5.12|1|4|audio_features|0.0853
I Forgot That You Existed|43rA71bccXFGD4C8GOpIlN|0.664|0.316|0.519|2.03e-06|92.875|0.298|170640|5|0.0812|-10.345|1|4|audio_features|0.541
28 Liter|1Y8V7yhFFrFjzBQtOH4ap7|0.81|0.552|0.0504|0.000442|109.989|0.0785|173227|1|0.099|-6.854|1|4|audio_features|0.269
Crushed Up|7wcyO1rrH3Ru4t659IjG41|0.781|0.597|0.23|0.0|158.043|0.0415|149949|10|0.152|-6.794|0|4|audio_features|0.544
Old Town Road|2RegUmAI4EGqpXXx95rBMB|0.906|0.52|0.131|1.8e-06|136.0|0.0461|113013|1|0.0985|-6.114|1|4|audio_features|0.516
Midnight Train|1A85fOmviQuGgkF6Lww6Nd|0.713|0.597|0.0692|2.86e-05|96.06|0.377|207164|4|0.179|-7.117|1|4|audio_features|0.399
