track_name|track_uri|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|type|valence
No Auto (feat. Lil Durk)|5erLs80hB2TbFWgSAbVQpe|0.713|0.681|0.351|0.0|159.107|0.00286|135065|11|0.291|-7.645|0|4|audio_features|0.635
Merry Christmas Everyone|4rRIovg4TvxLUiUrpGI6lE|0.534|0.904|0.0369|0.0|202.899|0.129|220160|9|0.128|-3.315|1|4|audio_features|0.96
Sei Lá|7aAiQcMSunHj82SWq1qkUw|0.697|0.469|0.0294|2.95e-05|127.952|0.483|198516|5|0.111|-11.309|0|4|audio_features|0.814
Party In The U.S.A.|3E7dfMvvCLUddWissuqMwr|0.652|0.698|0.042|0.000115|96.021|0.00112|202067|10|0.0886|-4.667|0|4|audio_features|0.47
Fiel - Remix|43qcs9NpJhDxtG91zxFkj7|0.839|0.711|0.0473|2.02e-06|97.99|0.398|349547|6|0.118|-4.733|0|4|audio_features|0.573
Ballin' (with Roddy Ricch)|3QzAOrNlsabgbMwlZt7TAY|0.809|0.545|0.0735|0.0|97.008|0.392|180435|7|0.151|-6.678|1|4|audio_features|0.244
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)|7wsmIIm0xWmtP7TmACXkJn|0.836|0.617|0.0534|0.0|138.066|0.17|206702|0|0.319|-4.363|1|4|audio_features|0.866
Go|4RgoqOBE34Q6zZj8K7RUAx|0.755|0.898|0.042|4.93e-05|135.057|0.32|156530|5|0.309|-0.777|0|4|audio_features|0.576
Trap Phone (feat. Capo Plaza)|7iBEOLwjgoPVOXBNKwdoiq|0.749|0.664|0.0591|0.0|118.032|0.11|200533|1|0.296|-5.414|0|4|audio_features|0.248
Hotline Bling|2FBUoWkIuQXwayw2RNo5l6|0.903|0.62|0.0587|0.000119|134.96|0.00347|267067|2|0.0504|-8.094|1|4|audio_features|0.539
Learn To Fly|518miTxc3a15X7HB8FgJUW|0.569|0.536|0.0819|0.0|173.695|0.554|209833|1|0.0655|-6.137|1|4|audio_features|0.656
Garden Shed (feat. Estelle)|6ACiYjq5Q7e6BlhZEHz7cd|0.423|0.456|0.0579|0.016|112.984|0.381|223947|2|0.12|-8.45|0|4|audio_features|0.148
someone like u - interlude|3Os1431WclqyKxWqMzRESE|0.639|0.544|0.0383|2.44e-05|118.158|0.175|76742|5|0.14|-9.5|0|4|audio_features|0.179
Te Soñé De Nuevo|5s8LepdwU0THzpd0M7nLsa|0.772|0.683|0.107|0.0|168.04|0.0533|199813|7|0.0936|-2.867|0|4|audio_features|0.773
Intro: Serendipity|7iV733e1KacKrFRaBNxVEf|0.476|0.581|0.12|0.0|129.568|0.523|139972|8|0.201|-8.795|1|4|audio_features|0.282
Thunder|0tKcYR2II1VCQWT79i5NrW|0.6|0.81|0.0479|0.21|167.88|0.00683|187147|0|0.155|-4.749|1|4|audio_features|0.298
Sand In My Boots|0uRrG2jRR5tuifsYIJHEao|0.403|0.537|0.031|0.0|69.877|0.59|202133|3|0.112|-6.628|1|4|audio_features|0.414
Love Me More|6uYgCE2OEulOw5zhHvZsHf|0.638|0.539|0.0504|0.0|83.381|0.22|143713|10|0.241|-5.853|1|4|audio_features|0.247
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")"|3y3brCCecHC3Db18aIOnny|0.591|0.705|0.079|0.000116|121.799|0.381|215316|9|0.131|-6.519|0|4|audio_features|0.27
No Drama|5Jq958VQwRyQFujau4TMKD|0.708|0.815|0.0692|0.0|174.024|0.166|204828|5|0.523|-4.164|0|4|audio_features|0.855
The Greatest|6bLopGnirdrilrpdVB6Um1|0.639|0.785|0.174|0.00107|191.95|0.0174|210920|10|0.0512|-6.167|0|4|audio_features|0.686
Pass auf wen du liebst|5NsCv3I7o0f6vSQScG01f1|0.592|0.572|0.185|0.000172|164.08|0.146|209449|5|0.115|-8.974|0|4|audio_features|0.315
Big On Big|3BoPOp7YNORLqMUjE5XAh9|0.723|0.768|0.0586|0.0|142.022|0.145|290794|0|0.172|-5.469|0|4|audio_features|0.526
7 rings|6ocbgoVGwYJhOv1GgI9NsF|0.778|0.317|0.334|0.0|140.048|0.592|178627|1|0.0881|-10.732|0|4|audio_features|0.327
25 million|2lUDBd7JrgAMltcp6dcd7D|0.793|0.481|0.124|1.09e-06|132.202|0.019|204626|9|0.139|-9.258|1|4|audio_features|0.395
Vuelve|0lJCqIx5BhZtf6QtYI2fbv|0.73|0.538|0.0319|0.0|130.023|0.188|279613|1|0.123|-5.612|1|4|audio_features|0.215
Doce|152WIAB8132LWxC8Eftmym|0.735|0.465|0.0536|0.0|144.032|0.368|160219|6|0.326|-11.538|0|4|audio_features|0.835
Worry About Me (feat. blackbear)|0wsfdPl7p3yKjQBmHQsaDn|0.664|0.743|0.206|0.0|161.885|0.115|179759|5|0.34|-7.114|1|4|audio_features|0.534
The Man|3RauEVgRgj1IuWdJ9fDs70|0.777|0.658|0.054|0.0|110.048|0.0767|190360|0|0.0901|-5.191|1|4|audio_features|0.633
Nur mit Dir (feat. Xavier Naidoo)|6hh1ikcv3CPsq3a7e9ItNR|0.736|0.518|0.189|1.53e-05|134.894|0.226|219840|7|0.0937|-10.807|0|4|audio_features|0.355
Water|6HEIBHUirx1J0JkUD24szt|0.8|0.297|0.407|0.000111|140.051|0.66|139674|0|0.105|-13.1|0|4|audio_features|0.213
Playinwitme (feat. Kehlani)|43cFjTTCD9Cni4aSL0sORz|0.687|0.587|0.124|0.0|156.575|0.302|193094|1|0.278|-5.772|0|4|audio_features|0.676
Bilmem Mi?|6wbDn8NI3ygkOeDJiS0ASi|0.749|0.718|0.0603|0.0|89.986|0.691|186707|3|0.117|-6.096|0|4|audio_features|0.425
You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)|4U6ubKsTd8RBDP5tPPhh7I|0.479|0.63|0.133|0.0|117.988|0.0314|275276|7|0.073|-5.628|0|5|audio_features|0.227
I'm Gonna Be|1ckLp8lCl8LipXI0ypX72m|0.746|0.559|0.0316|0.0|117.943|0.703|200680|5|0.148|-4.008|1|4|audio_features|0.368
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit|4cG7HUWYHBV6R6tHn1gxrl|0.824|0.862|0.126|0.000132|122.98|0.0076|169153|2|0.303|-3.424|1|4|audio_features|0.801
You Deserve Better|4S1GTwPVpkSy7CsJIDKPEz|0.516|0.56|0.486|0.0|98.94|0.0322|207773|6|0.15|-7.116|0|4|audio_features|0.696
I Want It|6RsRMf9e4KUyo3MecGffNL|0.288|0.638|0.0779|8.16e-05|66.424|0.133|173114|4|0.14|-6.935|0|3|audio_features|0.147
God Is A Dancer (with Mabel)|6fenHIxXuuzKB55wY4WCHP|0.774|0.747|0.082|6.11e-06|119.964|0.0241|168125|1|0.342|-3.908|0|4|audio_features|0.833
Tal Vez|46lvmzK8wxAy66tjzXXSh0|0.849|0.655|0.106|0.0|161.966|0.266|264483|8|0.0781|-2.899|1|4|audio_features|0.76
Troca|6HV630GY0GT3RN2efFRmbP|0.758|0.697|0.0347|0.0|94.98|0.647|171264|1|0.0887|-4.103|1|4|audio_features|0.81
Broccoli (feat. Lil Yachty)|7yyRTcZmCiyzzJlNzGC9Ol|0.886|0.525|0.131|0.0|145.99|0.236|225205|8|0.057|-7.39|1|4|audio_features|0.708
Issues|1sXUWdKx03aP9Gmzft58rt|0.683|0.427|0.0777|0.0|113.634|0.368|176347|8|0.0604|-6.827|1|4|audio_features|0.426
Alocao (With Bad Gyal)|6RyuoOJXNzlVWpfC5xQyeI|0.673|0.752|0.0567|1.53e-06|178.005|0.214|209320|11|0.106|-4.705|0|4|audio_features|0.699
I Would Die For You|39vly7Z4VLImfggnEDEUzf|0.618|0.374|0.0298|0.0|95.92|0.18|173867|9|0.182|-7.524|0|4|audio_features|0.202
Good News|1oZq1wMYbEkr7ovRV7OWty|0.573|0.504|0.219|0.0|126.655|0.236|46993|10|0.12|-8.116|1|1|audio_features|0.526
100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)|5duCElafuovM4ZSmkQL4hn|0.871|0.493|0.338|0.0|93.016|0.0104|179388|9|0.0917|-6.775|1|4|audio_features|0.157
You Got It|4lsHZ92XCFOQfzJFBTluk8|0.762|0.433|0.187|0.0|122.074|0.143|203145|5|0.118|-8.937|1|4|audio_features|0.394
De Museo|267NGliXM8YLVZiKAD9Otm|0.592|0.494|0.0747|0.0|132.037|0.237|209771|4|0.13|-10.618|0|4|audio_features|0.231
comethru|18uwL0vNUanqZH0ro2QcOP|0.795|0.178|0.0574|0.0|93.982|0.607|181613|0|0.623|-11.991|1|4|audio_features|0.608
Kids See Ghosts|0ORk2pZ1dogkyfcdFfFKt8|0.709|0.751|0.16|4.71e-06|104.999|0.472|140527|6|0.182|-3.801|1|4|audio_features|0.37
Black Swan|24NuEDgyRIljwSyY0lsr7b|0.719|0.758|0.0851|0.0|147.023|0.137|198261|2|0.129|-5.167|0|4|audio_features|0.49
All Bad (feat. Lil Uzi Vert)|021lWIHJrURZrmvYQ1xcM8|0.931|0.667|0.318|0.0|142.039|0.0144|207739|6|0.15|-7.043|0|4|audio_features|0.667
美女と野獣|1KT0xdIjm7t053xByACrrg|0.512|0.532|0.0266|0.0|81.353|0.126|227928|6|0.103|-6.821|1|4|audio_features|0.283
Los Dioses|7oHsIIDKbEJlFULg1HF0pP|0.762|0.61|0.228|0.000132|146.989|0.076|278280|7|0.0744|-6.378|1|4|audio_features|0.277
Alcohol-Free|6HTwoo4dUOvePNqMsTarPA|0.688|0.909|0.0624|1.35e-06|97.097|0.0474|210573|8|0.0674|-1.992|1|4|audio_features|0.702
WAKA|6o79O9qBP3OAkWOXajAQIS|0.772|0.812|0.153|0.0|97.407|0.0834|128769|0|0.115|-3.995|0|4|audio_features|0.655
Sleigh Ride|597IVBYr60vm0HKjgOnztJ|0.694|0.243|0.0723|0.0|100.774|0.871|159440|11|0.165|-15.632|1|4|audio_features|0.578
Mayores|7JNh1cfm0eXjqFVOzKLyau|0.743|0.855|0.0436|0.0045|96.989|0.141|202453|5|0.099|-3.976|0|4|audio_features|0.871
Points of Authority|5egqKwgK5r5rvGD1LrtR7J|0.512|0.97|0.212|0.0|94.952|0.03|200240|8|0.0994|-3.886|0|4|audio_features|0.427
WITHOUT YOU (with Miley Cyrus)|1EHUQesfVKwbthtNcpBi9g|0.655|0.469|0.0292|0.0|92.56|0.173|161385|0|0.0956|-6.257|1|4|audio_features|0.467
SWAG|2ap9kKsIEiWa4bzsjqACEx|0.861|0.58|0.338|2.22e-06|157.875|0.0188|153478|8|0.0767|-7.07|0|4|audio_features|0.805
all I know (feat. Trippie Redd)|1vuUbnY82fCNjfzqjLmblw|0.712|0.624|0.067|4.91e-05|77.471|0.0342|129142|9|0.0919|-6.911|1|4|audio_features|0.335
Leave Me Alone|14mHfNsSHN0FbLftyjrV9g|0.792|0.743|0.0851|0.0|150.024|0.107|195637|7|0.183|-2.806|1|4|audio_features|0.742
Hesitate|7fiFJADUcHwTdYLmnZeLAy|0.622|0.485|0.0322|0.0|118.051|0.227|208840|2|0.0889|-7.259|1|4|audio_features|0.236
Second Emotion (feat. Travis Scott)|1PnAx788sAvcI3ZxTlEyX8|0.796|0.777|0.0567|2.87e-05|141.97|0.0276|202720|11|0.095|-6.112|0|4|audio_features|0.96
Yellow Hearts|2W4yABdLc4Jnds67Poi5Nl|0.866|0.438|0.0719|0.0|129.039|0.177|223258|7|0.0743|-8.943|1|4|audio_features|0.695
Conan x Xenia|1mfmCQWZhV30L4Aj8ytMLz|0.781|0.755|0.213|2.6e-05|147.972|0.235|200773|2|0.295|-6.607|1|4|audio_features|0.52
The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)|67fRHOlaYQQFG67D9DkdnW|0.446|0.648|0.3|1.13e-05|86.021|0.182|234933|11|0.348|-6.773|0|4|audio_features|0.696
Saturday|60dwJ8dnqZ4WrIdiu7LkNR|0.687|0.89|0.0344|0.000939|113.06|0.00396|172232|8|0.0436|-5.99|1|4|audio_features|0.854
Untouchable|4UgoXTsKI19EdofRMiqhp0|0.571|0.886|0.463|0.0|88.808|0.0804|370133|7|0.122|-3.377|1|4|audio_features|0.656
If You Leave Me Now (feat. Boyz II Men)|2iLGgm4O5Hia8aSfSzXS3H|0.435|0.274|0.0358|0.0|136.123|0.902|242162|9|0.158|-7.84|1|3|audio_features|0.422
Hear Me Calling|5UYK9MervBCROg8AHNeEIy|0.648|0.701|0.186|9.9e-06|177.943|0.417|189977|10|0.103|-3.546|1|4|audio_features|0.588
Boredom (feat. Rex Orange County & Anna of the North)|5WNYg3usc6H8N3MBEp4zVk|0.559|0.578|0.151|0.000522|79.938|0.79|320720|8|0.324|-9.54|1|4|audio_features|0.239
FAIS ÇA BIEN|0xdp7mJS34hDsLrO6TPCp3|0.558|0.583|0.204|4.57e-05|129.986|0.021|202360|4|0.369|-9.317|0|4|audio_features|0.308
Tell Me Why (Taylor’s Version)|0k0vFacOHNuArLWMiH60p7|0.578|0.909|0.0628|0.0|100.023|0.0222|200576|7|0.333|-3.669|1|4|audio_features|0.541
Drip Too Hard|1BxkZE73h9BN3qwuA15TA3|0.9|0.653|0.289|0.0|112.503|0.0945|145603|1|0.528|-6.962|0|4|audio_features|0.399
I Am|0DJBgBiYeSn6n1AXAkFVE8|0.601|0.583|0.263|9.73e-05|148.785|0.144|208760|8|0.183|-5.725|0|4|audio_features|0.32
Strip (feat. Sharaya J)|6XkEw1h2Hq4fGnSm0JuSIs|0.677|0.542|0.341|0.0|123.751|0.0729|199213|11|0.213|-7.01|0|4|audio_features|0.46
Thought I Knew You (feat. The Weeknd)|5vAEnWrHxLv78uwZrAJcX6|0.77|0.715|0.045|0.0018|150.027|0.0373|198280|1|0.0959|-5.92|1|4|audio_features|0.468
Tap In|4Hpib09wXgD84w4uwTPnYD|0.954|0.696|0.204|0.000498|100.036|0.00576|139413|10|0.0754|-7.117|0|4|audio_features|0.432
Outro: Her|3l8yQMdniG6Os8gUBNXV57|0.481|0.927|0.27|0.0|88.931|0.317|228613|3|0.0583|-5.704|1|4|audio_features|0.448
Get Me (feat. Kehlani)|5VwwpU7KsLhgfbMEecedhJ|0.832|0.508|0.149|5.39e-05|109.352|0.0492|185427|6|0.107|-6.913|0|5|audio_features|0.75
Revoada No Colchão|4kGdnA7FzSVsXC29LPghej|0.704|0.936|0.058|0.0|170.063|0.231|153448|8|0.192|-2.714|1|4|audio_features|0.96
changes|7AFASza1mXqntmGtbxXprO|0.669|0.308|0.029|0.0|64.934|0.883|121887|11|0.0984|-10.068|1|4|audio_features|0.52
BOP|6Ozh9Ok6h4Oi1wUSLtBseN|0.769|0.787|0.367|0.0|126.77|0.189|159715|11|0.129|-3.909|1|4|audio_features|0.836
Drop (feat. Blac Youngsta & BlocBoy JB)|61TklWcG8PbT5hvUTzwLaY|0.858|0.65|0.241|2.07e-06|147.031|0.0066|210545|8|0.121|-4.919|1|4|audio_features|0.653
Hymn for the Weekend|3RiPr603aXAoi4GHyXx0uy|0.491|0.693|0.0377|6.92e-06|90.027|0.211|258267|0|0.325|-6.487|0|4|audio_features|0.412
Trip|6CTWathupIiDs7U4InHnDA|0.477|0.61|0.144|0.0|79.882|0.225|213993|11|0.107|-5.628|0|4|audio_features|0.358
Stop The Cavalry|2bPQuniBB9x0fRtxDly0kr|0.698|0.384|0.0398|0.00239|97.215|0.35|176360|9|0.0772|-9.471|1|4|audio_features|0.745
The Night We Met|3hRV0jL3vUpRrcy398teAU|0.544|0.369|0.038|0.279|87.01|0.969|208212|2|0.639|-9.514|1|3|audio_features|0.102
We Are Never Ever Getting Back Together (Taylor's Version)|5YqltLsjdqFtvqE7Nrysvs|0.567|0.686|0.175|1.86e-06|172.014|0.0317|193147|7|0.0732|-6.139|1|4|audio_features|0.716
E-GIRLS ARE RUINING MY LIFE!|7bCfHiRcfUjG0YVVNUL7Ve|0.614|0.937|0.115|0.00136|84.98|0.00161|105176|1|0.103|-7.443|1|4|audio_features|0.386
Dynamite (feat. Pretty Sister)|2Ae5awwKvQpTBKQHr1TYCg|0.811|0.801|0.0802|2.09e-05|105.055|0.0548|195429|9|0.0742|-6.0|0|4|audio_features|0.693
Anpanman|4lRwa7PKcGIuJMwtPIYKdy|0.813|0.875|0.0918|0.0|99.004|0.0237|232966|1|0.288|-2.92|0|4|audio_features|0.756
Ride It|2tnVG71enUj33Ic2nFN6kZ|0.88|0.751|0.0874|6.43e-05|117.948|0.177|157606|7|0.106|-4.258|0|4|audio_features|0.884
Vem Me Satisfazer|63SHcJzckFykS8faA5zojY|0.862|0.561|0.335|0.0|99.864|0.596|188388|8|0.108|-5.703|1|3|audio_features|0.541
What I've Done|4kfm1uI9QGaoN9qm6CkAMn|0.623|0.93|0.0324|1.64e-06|120.119|0.0141|205613|5|0.138|-5.285|1|4|audio_features|0.287
Bohemian Rhapsody - Remastered 2011|1AhDOtG9vPSOmsWgNW0BEY|0.414|0.404|0.0499|0.0|71.105|0.271|354320|0|0.3|-9.928|0|4|audio_features|0.224
Dominick the Donkey (The Italian Christmas Donkey) [with Joe Reisman's Orchestra and Chorus]|1BB9hv4471pPlNqOAnDglV|0.807|0.473|0.047|0.0|113.237|0.68|150747|8|0.179|-11.383|1|4|audio_features|0.963
Momentz (feat. De La Soul)|2RCp9QBnFSxdKe8RD4xF8s|0.781|0.98|0.285|2.74e-06|140.235|0.0549|196907|0|0.597|-5.077|1|4|audio_features|0.487
Houdini (feat. Swarmz & Tion Wayne)|3lay6f81Lhy0qp2Uvp4cNJ|0.572|0.519|0.243|2.34e-05|100.453|0.000415|169355|10|0.129|-8.054|0|4|audio_features|0.704
Obsessed With You|4PYfFHKfjYz6dwAtZhBy1z|0.746|0.825|0.0435|0.0|143.062|0.192|108651|3|0.365|-4.457|1|4|audio_features|0.904
Light It Up (feat. Nyla & Fuse ODG) - Remix|0L7loeTIg6akW84aEQZpCT|0.746|0.877|0.0666|0.000833|107.985|0.0375|166138|9|0.233|-3.782|0|4|audio_features|0.751
Antes y Después|0YbXuCsQwrsh5x0hgnED6z|0.732|0.634|0.36|0.0|173.886|0.171|414820|1|0.204|-5.587|1|4|audio_features|0.533
Secure The Bag|7gHZGXSJzM29WA384suYY2|0.803|0.719|0.392|0.0|129.945|0.344|238425|0|0.425|-4.485|1|4|audio_features|0.549
Manicomio|3n58u3LOFw8mITLvfPvQBz|0.744|0.754|0.24|1.33e-06|180.039|0.0213|228662|8|0.14|-3.829|1|4|audio_features|0.841
My Little Love|2DuPBbS5mIldXnh7Wum8Cy|0.339|0.492|0.0559|0.00377|151.865|0.829|389107|1|0.147|-10.661|1|4|audio_features|0.102
Alleen|3UDsmMZsEMsvM82OcdqJWu|0.732|0.746|0.275|0.0|159.881|0.123|160096|3|0.097|-6.229|0|4|audio_features|0.927
No Hay Nadie Más|3IPJg1sdqLj12kFIndaonN|0.695|0.379|0.0339|0.0|105.108|0.861|199733|6|0.106|-9.096|1|4|audio_features|0.808
Leave Your Life|0YbI9lWxUBsCJLb6EBydkr|0.578|0.558|0.0872|0.0|75.087|0.236|223867|2|0.143|-5.438|1|4|audio_features|0.54
In Your Eyes|7szuecWAPwGoV1e5vGu8tl|0.667|0.719|0.0346|8.1e-05|100.021|0.00285|237520|7|0.0736|-5.371|0|4|audio_features|0.717
Invincible|2xKDKtJBLDPd7BF3VmSQQO|0.459|0.567|0.0571|0.786|87.477|0.00989|764457|9|0.109|-9.133|0|1|audio_features|0.389
Sine From Above (with Elton John)|0zzsyWc45eUcSjw4FNHxeN|0.642|0.792|0.0488|9.84e-06|122.965|0.158|244880|0|0.68|-5.746|0|4|audio_features|0.0903
Blinding Lights|0VjIjW4GlUZAMYd2vXMi3b|0.514|0.73|0.0598|9.54e-05|171.005|0.00146|200040|1|0.0897|-5.934|1|4|audio_features|0.334
Rose-Colored Boy|2RJfK2pOvGpnxC255YOy5k|0.768|0.826|0.0335|0.000374|114.997|0.00199|212853|5|0.031|-4.904|1|4|audio_features|0.926
You Owe Me|3ZBksMOUTbOTIgIwV0RaLg|0.679|0.435|0.0449|1.54e-06|89.996|0.237|190547|6|0.112|-8.238|0|4|audio_features|0.326
Fingías|7o0oY5wRcoV7oPuDhD2J1z|0.729|0.805|0.184|0.225|191.994|0.19|225373|6|0.0909|-3.83|1|4|audio_features|0.345
Break My Heart|1raaNykBg1bDnWENUiglUA|0.73|0.729|0.0886|1.39e-06|113.012|0.167|221820|4|0.349|-3.434|0|4|audio_features|0.467
Answer : Love Myself|4eVkn18rN4GguUWOsR6Use|0.569|0.793|0.0405|0.0|108.048|0.189|251280|1|0.111|-3.749|1|4|audio_features|0.45
Don Don|3kml9ZdpT7UYk1ugkjqOzt|0.838|0.819|0.211|6.3e-05|105.027|0.285|275893|5|0.224|-4.681|0|4|audio_features|0.656
Make You Feel My Love|7rPLZ8Krm6CZIbraFUlnWZ|0.325|0.18|0.0311|0.000633|72.416|0.91|212040|10|0.113|-10.647|1|1|audio_features|0.0997
Male Fantasy|4ak9GGe6afmi2HbxEjvhIC|0.687|0.288|0.045|0.0|110.927|0.863|194887|2|0.0986|-10.415|1|4|audio_features|0.308
Did It Again|01Qb6dN5suQNu87VJ1mIpf|0.699|0.575|0.159|0.0|148.767|0.218|116240|1|0.112|-9.922|1|4|audio_features|0.234
I'm a Mess|04ZTP5KsCypmtCmQg5tH9R|0.63|0.694|0.0253|0.0|97.005|0.00281|195519|11|0.0719|-6.257|0|4|audio_features|0.216
positions|7igeByaBM0MgGsgXtNxDJ7|0.736|0.802|0.0864|0.0|144.005|0.468|172325|0|0.094|-4.759|1|4|audio_features|0.675
Only You|5SleX0NFeODNY7Xenal3gr|0.547|0.592|0.0388|1.26e-06|164.027|0.496|222373|5|0.168|-7.294|0|4|audio_features|0.451
F9mily (You & Me)|1ABQT5SxlUTNapSbSzblGx|0.556|0.534|0.0332|0.00063|170.054|0.019|162720|0|0.0859|-7.75|1|4|audio_features|0.408
Wheels on the Bus|2plUcsOZm6pi1kFUncqLni|0.708|0.618|0.039|2.21e-06|95.947|0.592|220897|7|0.399|-6.315|1|4|audio_features|0.563
223's (feat. 9lokknine)|29ZXwWOOLz9t5fa3eT3i7T|0.932|0.547|0.333|0.0|94.998|0.0388|176640|0|0.0924|-7.787|0|4|audio_features|0.695
Own It (feat. Ed Sheeran & Burna Boy) - Joel Corry Remix|49i5Qn3zXsMBPsSOmYAFut|0.747|0.863|0.072|0.00893|124.971|0.033|176266|0|0.176|-6.885|1|4|audio_features|0.627
Doom|38Vh0iUlilcvnBNWS4saSD|0.62|0.495|0.0534|1.91e-05|85.951|0.016|217488|0|0.102|-7.251|1|4|audio_features|0.122
DiE4u|2gT72HL4Y84K2Mle3miAMJ|0.355|0.919|0.356|0.000313|159.922|0.00234|207141|7|0.262|-3.771|1|4|audio_features|0.259
I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit|2bNrvWD9d5Zn9tS8XvcaMk|0.509|0.79|0.0374|6.67e-05|127.946|0.332|208316|6|0.316|-3.782|0|4|audio_features|0.638
Bloody Waters (with Anderson .Paak & James Blake)|0YOXGfOvoxzAl9XkxH8eEK|0.5|0.61|0.453|0.0|180.457|0.198|272307|8|0.165|-8.812|1|4|audio_features|0.195
ON OFF (feat. Maître Gims)|554Ip3S1rbeES9TNWXGoK1|0.639|0.437|0.365|0.0|105.15|0.76|191608|9|0.0676|-10.247|0|4|audio_features|0.72
Kids in Love (feat. The Night Game)|1Bxzw8ag71snOU9IbhXVD6|0.499|0.673|0.0348|1.21e-06|121.87|0.399|263400|0|0.208|-4.505|1|4|audio_features|0.301
Shaky Shaky|58IL315gMSTD37DOZPJ2hf|0.899|0.626|0.292|0.0|88.007|0.076|234320|6|0.0631|-4.228|0|4|audio_features|0.873
Una Vaina Loca|2qEoAz0i6yEz5dPggABcLH|0.811|0.588|0.0464|0.0004|107.022|0.128|226187|1|0.0929|-3.161|1|4|audio_features|0.553
Faz Gostoso (feat. Anitta)|2SC14LGDbRWRlyLg9Wupa0|0.777|0.695|0.0894|0.0|130.05|0.288|245707|10|0.0734|-6.12|0|4|audio_features|0.652
UFF|6XjEOPgbgHKcaHcunEHSJJ|0.815|0.828|0.232|0.0|139.972|0.041|167627|4|0.314|-3.559|1|4|audio_features|0.311
Ramenez la coupe à la maison|1m0UFnuTktOkksvjbF9z0m|0.808|0.661|0.0395|0.0|107.992|0.0358|235556|0|0.138|-6.237|0|4|audio_features|0.804
Secrets|66W1rVTnEv86dIkFhoiElg|0.848|0.768|0.0373|0.000785|118.961|0.0412|176767|6|0.195|-5.386|0|4|audio_features|0.777
Cara Italia|7K8krdGeSIvwDGw1WUqJuK|0.78|0.709|0.0836|0.000362|111.038|0.538|244324|6|0.112|-7.059|0|4|audio_features|0.711
Only|1uRBbjQ3uNFXCncWyNomHf|0.691|0.803|0.0355|0.0|104.997|0.015|180733|9|0.0862|-5.029|1|4|audio_features|0.424
ON (Feat. Sia)|3IB5qOeMayvpOdHxYCL5tZ|0.591|0.848|0.0828|0.0|105.922|0.137|246816|9|0.372|-4.397|0|4|audio_features|0.386
MONTERO (Call Me By Your Name)|1SC5rEoYDGUK4NfG82494W|0.593|0.503|0.22|0.0|178.781|0.293|137704|8|0.405|-6.725|0|4|audio_features|0.71
Party Girl|3IJYUaN3tx04S4TYyZHKoP|0.73|0.439|0.0609|0.0|130.09|0.747|147800|6|0.0988|-9.864|0|4|audio_features|0.615
Outnumbered|4Ta3PhWmY50ZLU1uhKFKPE|0.614|0.684|0.157|0.0|156.85|0.247|245700|0|0.0976|-5.79|1|4|audio_features|0.258
Dreamer|0wUxh6XMc698xPCfgBaPRV|0.532|0.639|0.0388|0.00131|105.0|0.0507|193399|5|0.106|-7.419|0|4|audio_features|0.198
Deep Pockets|3IvMYBE7A3c7to1aEcfFJk|0.473|0.824|0.163|0.0|77.888|0.482|222929|7|0.605|-3.68|0|4|audio_features|0.374
Mr. Perfectly Fine (Taylor’s Version) (From The Vault)|2CYVETnhM9aytqrazYYwrK|0.66|0.817|0.0521|0.0|135.942|0.162|277592|11|0.0667|-6.269|0|4|audio_features|0.714
Be Careful|2Yl4OmDby9iitgNWZPwxkd|0.82|0.568|0.411|0.0|152.279|0.0256|210787|6|0.0952|-8.23|0|4|audio_features|0.535
TIC TOC|4m5Cd9kAbIxg6t9sMrQWtk|0.82|0.691|0.0723|0.0|142.027|0.0115|135739|6|0.344|-6.646|0|4|audio_features|0.683
Tequila|7Il2yWQmsqKgSkLQvHTPUI|0.474|0.594|0.0289|0.0|86.131|0.0292|195987|11|0.133|-5.756|1|4|audio_features|0.503
Get Low (with Liam Payne)|1CKd1PnqfYx0H12V9MSaIY|0.716|0.917|0.0527|7.91e-06|107.969|0.0215|204583|1|0.0515|-3.674|1|4|audio_features|0.501
2U (feat. Justin Bieber)|3A7qX2QjDlPnazUsRk5y0M|0.548|0.65|0.0591|0.0|144.937|0.219|194897|8|0.225|-5.827|0|4|audio_features|0.557
Toosie Slide|466cKvZn1j45IpxDdYZqdA|0.83|0.49|0.209|3.04e-06|81.604|0.289|247059|1|0.113|-8.82|0|4|audio_features|0.845
El Farsante - Remix|7uYgVgRSgqluZclLS7wpp4|0.737|0.742|0.0441|0.0|119.966|0.218|258000|6|0.316|-2.875|1|4|audio_features|0.386
In My Blood|21YnmkSDhUkmkkni22Svc4|0.622|0.709|0.0669|0.0|140.018|0.0582|211360|5|0.126|-7.32|1|4|audio_features|0.488
Cuddle Up, Cozy Down Christmas|1deT8vP3lOVU3XFAKHsSc3|0.658|0.515|0.0368|0.0|110.089|0.678|219169|1|0.154|-7.283|1|4|audio_features|0.652
